B1.month,B1.day_type,B1.hour,B1.outdoor_dry_bulb_temperature,B1.outdoor_dry_bulb_temperature_predicted_6h,B1.outdoor_dry_bulb_temperature_predicted_12h,B1.outdoor_dry_bulb_temperature_predicted_24h,B1.outdoor_relative_humidity,B1.outdoor_relative_humidity_predicted_6h,B1.outdoor_relative_humidity_predicted_12h,B1.outdoor_relative_humidity_predicted_24h,B1.diffuse_solar_irradiance,B1.diffuse_solar_irradiance_predicted_6h,B1.diffuse_solar_irradiance_predicted_12h,B1.diffuse_solar_irradiance_predicted_24h,B1.direct_solar_irradiance,B1.direct_solar_irradiance_predicted_6h,B1.direct_solar_irradiance_predicted_12h,B1.direct_solar_irradiance_predicted_24h,B1.carbon_intensity,B1.non_shiftable_load,B1.solar_generation,B1.electrical_storage_soc,B1.net_electricity_consumption,B1.electricity_pricing,B1.electricity_pricing_predicted_6h,B1.electricity_pricing_predicted_12h,B1.electricity_pricing_predicted_24h,B2.month,B2.day_type,B2.hour,B2.outdoor_dry_bulb_temperature,B2.outdoor_dry_bulb_temperature_predicted_6h,B2.outdoor_dry_bulb_temperature_predicted_12h,B2.outdoor_dry_bulb_temperature_predicted_24h,B2.outdoor_relative_humidity,B2.outdoor_relative_humidity_predicted_6h,B2.outdoor_relative_humidity_predicted_12h,B2.outdoor_relative_humidity_predicted_24h,B2.diffuse_solar_irradiance,B2.diffuse_solar_irradiance_predicted_6h,B2.diffuse_solar_irradiance_predicted_12h,B2.diffuse_solar_irradiance_predicted_24h,B2.direct_solar_irradiance,B2.direct_solar_irradiance_predicted_6h,B2.direct_solar_irradiance_predicted_12h,B2.direct_solar_irradiance_predicted_24h,B2.carbon_intensity,B2.non_shiftable_load,B2.solar_generation,B2.electrical_storage_soc,B2.net_electricity_consumption,B2.electricity_pricing,B2.electricity_pricing_predicted_6h,B2.electricity_pricing_predicted_12h,B2.electricity_pricing_predicted_24h,B3.month,B3.day_type,B3.hour,B3.outdoor_dry_bulb_temperature,B3.outdoor_dry_bulb_temperature_predicted_6h,B3.outdoor_dry_bulb_temperature_predicted_12h,B3.outdoor_dry_bulb_temperature_predicted_24h,B3.outdoor_relative_humidity,B3.outdoor_relative_humidity_predicted_6h,B3.outdoor_relative_humidity_predicted_12h,B3.outdoor_relative_humidity_predicted_24h,B3.diffuse_solar_irradiance,B3.diffuse_solar_irradiance_predicted_6h,B3.diffuse_solar_irradiance_predicted_12h,B3.diffuse_solar_irradiance_predicted_24h,B3.direct_solar_irradiance,B3.direct_solar_irradiance_predicted_6h,B3.direct_solar_irradiance_predicted_12h,B3.direct_solar_irradiance_predicted_24h,B3.carbon_intensity,B3.non_shiftable_load,B3.solar_generation,B3.electrical_storage_soc,B3.net_electricity_consumption,B3.electricity_pricing,B3.electricity_pricing_predicted_6h,B3.electricity_pricing_predicted_12h,B3.electricity_pricing_predicted_24h,B4.month,B4.day_type,B4.hour,B4.outdoor_dry_bulb_temperature,B4.outdoor_dry_bulb_temperature_predicted_6h,B4.outdoor_dry_bulb_temperature_predicted_12h,B4.outdoor_dry_bulb_temperature_predicted_24h,B4.outdoor_relative_humidity,B4.outdoor_relative_humidity_predicted_6h,B4.outdoor_relative_humidity_predicted_12h,B4.outdoor_relative_humidity_predicted_24h,B4.diffuse_solar_irradiance,B4.diffuse_solar_irradiance_predicted_6h,B4.diffuse_solar_irradiance_predicted_12h,B4.diffuse_solar_irradiance_predicted_24h,B4.direct_solar_irradiance,B4.direct_solar_irradiance_predicted_6h,B4.direct_solar_irradiance_predicted_12h,B4.direct_solar_irradiance_predicted_24h,B4.carbon_intensity,B4.non_shiftable_load,B4.solar_generation,B4.electrical_storage_soc,B4.net_electricity_consumption,B4.electricity_pricing,B4.electricity_pricing_predicted_6h,B4.electricity_pricing_predicted_12h,B4.electricity_pricing_predicted_24h,B5.month,B5.day_type,B5.hour,B5.outdoor_dry_bulb_temperature,B5.outdoor_dry_bulb_temperature_predicted_6h,B5.outdoor_dry_bulb_temperature_predicted_12h,B5.outdoor_dry_bulb_temperature_predicted_24h,B5.outdoor_relative_humidity,B5.outdoor_relative_humidity_predicted_6h,B5.outdoor_relative_humidity_predicted_12h,B5.outdoor_relative_humidity_predicted_24h,B5.diffuse_solar_irradiance,B5.diffuse_solar_irradiance_predicted_6h,B5.diffuse_solar_irradiance_predicted_12h,B5.diffuse_solar_irradiance_predicted_24h,B5.direct_solar_irradiance,B5.direct_solar_irradiance_predicted_6h,B5.direct_solar_irradiance_predicted_12h,B5.direct_solar_irradiance_predicted_24h,B5.carbon_intensity,B5.non_shiftable_load,B5.solar_generation,B5.electrical_storage_soc,B5.net_electricity_consumption,B5.electricity_pricing,B5.electricity_pricing_predicted_6h,B5.electricity_pricing_predicted_12h,B5.electricity_pricing_predicted_24h
9,5,20,18.8999996,16.3999996,17.2000008,18.2999992,84,90,84,73,0,0,137,0,0,0,34,0,0.155632511,1.74310005,0,0,1.74310005,0.540000021,0.209999993,0.209999993,0.5,9,5,20,18.8999996,16.3999996,17.2000008,18.2999992,84,90,84,73,0,0,137,0,0,0,34,0,0.155632511,1.75368333,0,0,1.75368333,0.540000021,0.209999993,0.209999993,0.5,9,5,20,18.8999996,16.3999996,17.2000008,18.2999992,84,90,84,73,0,0,137,0,0,0,34,0,0.155632511,1.34783328,0,0,1.34783328,0.540000021,0.209999993,0.209999993,0.5,9,5,20,18.8999996,16.3999996,17.2000008,18.2999992,84,90,84,73,0,0,137,0,0,0,34,0,0.155632511,0.0368834063,0,0,0.0368834063,0.540000021,0.209999993,0.209999993,0.5,9,5,20,18.8999996,16.3999996,17.2000008,18.2999992,84,90,84,73,0,0,137,0,0,0,34,0,0.155632511,0.0514334179,0,0,0.0514334179,0.540000021,0.209999993,0.209999993,0.5
9,5,21,18.2999992,16,19.3999996,17.7999992,87,93,73,75,0,0,382,0,0,0,336,0,0.142692164,1.39976668,0,0,1.39976668,0.219999999,0.209999993,0.209999993,0.209999993,9,5,21,18.2999992,16,19.3999996,17.7999992,87,93,73,75,0,0,382,0,0,0,336,0,0.142692164,1.8003,0,0,1.8003,0.219999999,0.209999993,0.209999993,0.209999993,9,5,21,18.2999992,16,19.3999996,17.7999992,87,93,73,75,0,0,382,0,0,0,336,0,0.142692164,2.34543324,0,0,2.34543324,0.219999999,0.209999993,0.209999993,0.209999993,9,5,21,18.2999992,16,19.3999996,17.7999992,87,93,73,75,0,0,382,0,0,0,336,0,0.142692164,0.036033418,0,0,0.036033418,0.219999999,0.209999993,0.209999993,0.209999993,9,5,21,18.2999992,16,19.3999996,17.7999992,87,93,73,75,0,0,382,0,0,0,336,0,0.142692164,0.0494334139,0,0,0.0494334139,0.219999999,0.209999993,0.209999993,0.209999993
9,5,22,17.8999996,15.6000004,21.1000004,17.7999992,87,93,66,75,0,0,604,0,0,0,662,0,0.133619562,1.24711668,0,0,1.24711668,0.219999999,0.209999993,0.209999993,0.209999993,9,5,22,17.8999996,15.6000004,21.1000004,17.7999992,87,93,66,75,0,0,604,0,0,0,662,0,0.133619562,1.10160005,0,0,1.10160005,0.219999999,0.209999993,0.209999993,0.209999993,9,5,22,17.8999996,15.6000004,21.1000004,17.7999992,87,93,66,75,0,0,604,0,0,0,662,0,0.133619562,1.44898331,0,0,1.44898331,0.219999999,0.209999993,0.209999993,0.209999993,9,5,22,17.8999996,15.6000004,21.1000004,17.7999992,87,93,66,75,0,0,604,0,0,0,662,0,0.133619562,0.617766678,0,0,0.617766678,0.219999999,0.209999993,0.209999993,0.209999993,9,5,22,17.8999996,15.6000004,21.1000004,17.7999992,87,93,66,75,0,0,604,0,0,0,662,0,0.133619562,0.298500091,0,0,0.298500091,0.219999999,0.209999993,0.209999993,0.209999993
9,5,23,17.5,16.1000004,22.7999992,18.2999992,87,93,57,73,0,0,770,0,0,0,845,0,0.129684761,3.53036666,0,0,3.53036666,0.219999999,0.209999993,0.209999993,0.209999993,9,5,23,17.5,16.1000004,22.7999992,18.2999992,87,93,57,73,0,0,770,0,0,0,845,0,0.129684761,2.9779501,0,0,2.9779501,0.219999999,0.209999993,0.209999993,0.209999993,9,5,23,17.5,16.1000004,22.7999992,18.2999992,87,93,57,73,0,0,770,0,0,0,845,0,0.129684761,2.21385002,0,0,2.21385002,0.219999999,0.209999993,0.209999993,0.209999993,9,5,23,17.5,16.1000004,22.7999992,18.2999992,87,93,57,73,0,0,770,0,0,0,845,0,0.129684761,0.609183371,0,0,0.609183371,0.219999999,0.209999993,0.209999993,0.209999993,9,5,23,17.5,16.1000004,22.7999992,18.2999992,87,93,57,73,0,0,770,0,0,0,845,0,0.129684761,0.265833348,0,0,0.265833348,0.219999999,0.209999993,0.209999993,0.209999993
9,5,24,18.2999992,15.6000004,23.2999992,17.2000008,76,93,56,70,0,3,822,0,0,0,863,0,0.1088112,3.36695004,0,0,3.36695004,0.209999993,0.209999993,0.209999993,0.209999993,9,5,24,18.2999992,15.6000004,23.2999992,17.2000008,76,93,56,70,0,3,822,0,0,0,863,0,0.1088112,3.18278337,0,0,3.18278337,0.209999993,0.209999993,0.209999993,0.209999993,9,5,24,18.2999992,15.6000004,23.2999992,17.2000008,76,93,56,70,0,3,822,0,0,0,863,0,0.1088112,1.89560831,0,0,1.89560831,0.209999993,0.209999993,0.209999993,0.209999993,9,5,24,18.2999992,15.6000004,23.2999992,17.2000008,76,93,56,70,0,3,822,0,0,0,863,0,0.1088112,1.2714417,0,0,1.2714417,0.209999993,0.209999993,0.209999993,0.209999993,9,5,24,18.2999992,15.6000004,23.2999992,17.2000008,76,93,56,70,0,3,822,0,0,0,863,0,0.1088112,0.505474985,0,0,0.505474985,0.209999993,0.209999993,0.209999993,0.209999993
10,6,1,16.7999992,16.1000004,23.8999996,18.2999992,84,93,52,73,0,27,800,0,0,4,853,0,0.100010201,0.693983316,0,0,0.693983316,0.209999993,0.209999993,0.209999993,0.209999993,10,6,1,16.7999992,16.1000004,23.8999996,18.2999992,84,93,52,73,0,27,800,0,0,4,853,0,0.100010201,0.831200004,0,0,0.831200004,0.209999993,0.209999993,0.209999993,0.209999993,10,6,1,16.7999992,16.1000004,23.8999996,18.2999992,84,93,52,73,0,27,800,0,0,4,853,0,0.100010201,1.08133328,0,0,1.08133328,0.209999993,0.209999993,0.209999993,0.209999993,10,6,1,16.7999992,16.1000004,23.8999996,18.2999992,84,93,52,73,0,27,800,0,0,4,853,0,0.100010201,2.94260001,0,0,2.94260001,0.209999993,0.209999993,0.209999993,0.209999993,10,6,1,16.7999992,16.1000004,23.8999996,18.2999992,84,93,52,73,0,27,800,0,0,4,853,0,0.100010201,0.485816658,0,0,0.485816658,0.209999993,0.209999993,0.209999993,0.209999993
10,6,2,16.3999996,17.2000008,22.7999992,18.2999992,90,84,60,73,0,137,716,0,0,34,832,0,0.097000435,0.671033323,0,0,0.671033323,0.209999993,0.209999993,0.209999993,0.209999993,10,6,2,16.3999996,17.2000008,22.7999992,18.2999992,90,84,60,73,0,137,716,0,0,34,832,0,0.097000435,0.447450012,0,0,0.447450012,0.209999993,0.209999993,0.209999993,0.209999993,10,6,2,16.3999996,17.2000008,22.7999992,18.2999992,90,84,60,73,0,137,716,0,0,34,832,0,0.097000435,1.19213331,0,0,1.19213331,0.209999993,0.209999993,0.209999993,0.209999993,10,6,2,16.3999996,17.2000008,22.7999992,18.2999992,90,84,60,73,0,137,716,0,0,34,832,0,0.097000435,0.82796669,0,0,0.82796669,0.209999993,0.209999993,0.209999993,0.209999993,10,6,2,16.3999996,17.2000008,22.7999992,18.2999992,90,84,60,73,0,137,716,0,0,34,832,0,0.097000435,0.268849999,0,0,0.268849999,0.209999993,0.209999993,0.209999993,0.209999993
10,6,3,16,19.3999996,21.1000004,18.2999992,93,73,66,73,0,382,571,0,0,336,784,0,0.0980607793,0.644299984,0,0,0.644299984,0.209999993,0.209999993,0.209999993,0.209999993,10,6,3,16,19.3999996,21.1000004,18.2999992,93,73,66,73,0,382,571,0,0,336,784,0,0.0980607793,0.448350012,0,0,0.448350012,0.209999993,0.209999993,0.209999993,0.209999993,10,6,3,16,19.3999996,21.1000004,18.2999992,93,73,66,73,0,382,571,0,0,336,784,0,0.0980607793,0.496816665,0,0,0.496816665,0.209999993,0.209999993,0.209999993,0.209999993,10,6,3,16,19.3999996,21.1000004,18.2999992,93,73,66,73,0,382,571,0,0,336,784,0,0.0980607793,0.42808333,0,0,0.42808333,0.209999993,0.209999993,0.209999993,0.209999993,10,6,3,16,19.3999996,21.1000004,18.2999992,93,73,66,73,0,382,571,0,0,336,784,0,0.0980607793,0.266116679,0,0,0.266116679,0.209999993,0.209999993,0.209999993,0.209999993
10,6,4,15.6000004,21.1000004,20.6000004,18.2999992,93,66,66,70,0,604,375,0,0,662,680,0,0.100789286,0.594150007,0,0,0.594150007,0.209999993,0.209999993,0.5,0.209999993,10,6,4,15.6000004,21.1000004,20.6000004,18.2999992,93,66,66,70,0,604,375,0,0,662,680,0,0.100789286,0.448566675,0,0,0.448566675,0.209999993,0.209999993,0.5,0.209999993,10,6,4,15.6000004,21.1000004,20.6000004,18.2999992,93,66,66,70,0,604,375,0,0,662,680,0,0.100789286,0.957266688,0,0,0.957266688,0.209999993,0.209999993,0.5,0.209999993,10,6,4,15.6000004,21.1000004,20.6000004,18.2999992,93,66,66,70,0,604,375,0,0,662,680,0,0.100789286,0.452749997,0,0,0.452749997,0.209999993,0.209999993,0.5,0.209999993,10,6,4,15.6000004,21.1000004,20.6000004,18.2999992,93,66,66,70,0,604,375,0,0,662,680,0,0.100789286,0.531416655,0,0,0.531416655,0.209999993,0.209999993,0.5,0.209999993
10,6,5,16.1000004,22.7999992,19.3999996,17.7999992,93,57,70,75,0,770,164,0,0,845,467,0,0.10234993,1.26785004,0,0,1.26785004,0.209999993,0.209999993,0.5,0.209999993,10,6,5,16.1000004,22.7999992,19.3999996,17.7999992,93,57,70,75,0,770,164,0,0,845,467,0,0.10234993,0.445166677,0,0,0.445166677,0.209999993,0.209999993,0.5,0.209999993,10,6,5,16.1000004,22.7999992,19.3999996,17.7999992,93,57,70,75,0,770,164,0,0,845,467,0,0.10234993,0.108400002,0,0,0.108400002,0.209999993,0.209999993,0.5,0.209999993,10,6,5,16.1000004,22.7999992,19.3999996,17.7999992,93,57,70,75,0,770,164,0,0,845,467,0,0.10234993,0.867483318,0,0,0.867483318,0.209999993,0.209999993,0.5,0.209999993,10,6,5,16.1000004,22.7999992,19.3999996,17.7999992,93,57,70,75,0,770,164,0,0,845,467,0,0.10234993,0.249766663,0,0,0.249766663,0.209999993,0.209999993,0.5,0.209999993
10,6,6,15.6000004,23.2999992,18.2999992,18.2999992,93,56,78,73,3,822,27,3,0,863,69,0,0.104919463,1.13104999,0,0,1.13104999,0.209999993,0.209999993,0.5,0.209999993,10,6,6,15.6000004,23.2999992,18.2999992,18.2999992,93,56,78,73,3,822,27,3,0,863,69,0,0.104919463,0.48497501,0.00183333328,0,0.483141661,0.209999993,0.209999993,0.5,0.209999993,10,6,6,15.6000004,23.2999992,18.2999992,18.2999992,93,56,78,73,3,822,27,3,0,863,69,0,0.104919463,0.678466678,0,0,0.678466678,0.209999993,0.209999993,0.5,0.209999993,10,6,6,15.6000004,23.2999992,18.2999992,18.2999992,93,56,78,73,3,822,27,3,0,863,69,0,0.104919463,0.489033341,0,0,0.489033341,0.209999993,0.209999993,0.5,0.209999993,10,6,6,15.6000004,23.2999992,18.2999992,18.2999992,93,56,78,73,3,822,27,3,0,863,69,0,0.104919463,0.267766654,0,0,0.267766654,0.209999993,0.209999993,0.5,0.209999993
10,6,7,16.1000004,23.8999996,18.2999992,18.8999996,93,52,78,73,27,800,0,46,4,853,0,12,0.104486033,1.57236671,0.382699996,0,1.18966663,0.209999993,0.209999993,0.5,0.209999993,10,6,7,16.1000004,23.8999996,18.2999992,18.8999996,93,52,78,73,27,800,0,46,4,853,0,12,0.104486033,0.432866663,0.0297500007,0,0.403116673,0.209999993,0.209999993,0.5,0.209999993,10,6,7,16.1000004,23.8999996,18.2999992,18.8999996,93,52,78,73,27,800,0,46,4,853,0,12,0.104486033,0.382600039,0.0498666652,0,0.332733363,0.209999993,0.209999993,0.5,0.209999993,10,6,7,16.1000004,23.8999996,18.2999992,18.8999996,93,52,78,73,27,800,0,46,4,853,0,12,0.104486033,0.405600011,0.057,0,0.3486,0.209999993,0.209999993,0.5,0.209999993,10,6,7,16.1000004,23.8999996,18.2999992,18.8999996,93,52,78,73,27,800,0,46,4,853,0,12,0.104486033,0.284416676,0.637049973,0,-0.352633327,0.209999993,0.209999993,0.5,0.209999993
10,6,8,17.2000008,22.7999992,18.2999992,19.3999996,84,60,73,70,137,716,0,205,34,832,0,79,0.107035786,0.714483321,1.26701665,0,-0.552533329,0.209999993,0.209999993,0.5,0.209999993,10,6,8,17.2000008,22.7999992,18.2999992,19.3999996,84,60,73,70,137,716,0,205,34,832,0,79,0.107035786,0.449983329,0.166816667,0,0.283166677,0.209999993,0.209999993,0.5,0.209999993,10,6,8,17.2000008,22.7999992,18.2999992,19.3999996,84,60,73,70,137,716,0,205,34,832,0,79,0.107035786,0.359250098,0.184550002,0,0.174700096,0.209999993,0.209999993,0.5,0.209999993,10,6,8,17.2000008,22.7999992,18.2999992,19.3999996,84,60,73,70,137,716,0,205,34,832,0,79,0.107035786,0.492516667,0.193550006,0,0.298966676,0.209999993,0.209999993,0.5,0.209999993,10,6,8,17.2000008,22.7999992,18.2999992,19.3999996,84,60,73,70,137,716,0,205,34,832,0,79,0.107035786,0.772666693,1.47765005,0,-0.704983354,0.209999993,0.209999993,0.5,0.209999993
10,6,9,19.3999996,21.1000004,17.7999992,19.3999996,73,66,75,73,382,571,0,278,336,784,0,20,0.120509073,0.870383322,2.09111667,0,-1.22073328,0.209999993,0.209999993,0.209999993,0.209999993,10,6,9,19.3999996,21.1000004,17.7999992,19.3999996,73,66,75,73,382,571,0,278,336,784,0,20,0.120509073,0.449616671,0.710349977,0,-0.260733336,0.209999993,0.209999993,0.209999993,0.209999993,10,6,9,19.3999996,21.1000004,17.7999992,19.3999996,73,66,75,73,382,571,0,278,336,784,0,20,0.120509073,1.31126666,0.756466687,0,0.554800034,0.209999993,0.209999993,0.209999993,0.209999993,10,6,9,19.3999996,21.1000004,17.7999992,19.3999996,73,66,75,73,382,571,0,278,336,784,0,20,0.120509073,0.847183347,0.792733312,0,0.0544500016,0.209999993,0.209999993,0.209999993,0.209999993,10,6,9,19.3999996,21.1000004,17.7999992,19.3999996,73,66,75,73,382,571,0,278,336,784,0,20,0.120509073,2.49648333,2.1006999,0,0.395783335,0.209999993,0.209999993,0.209999993,0.209999993
10,6,10,21.1000004,20.6000004,17.7999992,18.2999992,66,66,75,81,604,375,0,173,662,680,0,6,0.12298651,1.32276666,2.70908332,0,-1.38631666,0.209999993,0.5,0.209999993,0.209999993,10,6,10,21.1000004,20.6000004,17.7999992,18.2999992,66,66,75,81,604,375,0,173,662,680,0,6,0.12298651,1.40343332,1.34300005,0,0.0604333319,0.209999993,0.5,0.209999993,0.209999993,10,6,10,21.1000004,20.6000004,17.7999992,18.2999992,66,66,75,81,604,375,0,173,662,680,0,6,0.12298651,1.11446667,1.44671667,0,-0.332249969,0.209999993,0.5,0.209999993,0.209999993,10,6,10,21.1000004,20.6000004,17.7999992,18.2999992,66,66,75,81,604,375,0,173,662,680,0,6,0.12298651,1.69476664,1.51779997,0,0.176966667,0.209999993,0.5,0.209999993,0.209999993,10,6,10,21.1000004,20.6000004,17.7999992,18.2999992,66,66,75,81,604,375,0,173,662,680,0,6,0.12298651,2.65228343,2.5026834,0,0.149599999,0.209999993,0.5,0.209999993,0.209999993
10,6,11,22.7999992,19.3999996,18.2999992,19.3999996,57,70,73,78,770,164,0,294,845,467,0,4,0.124795787,0.86468333,3.11190009,0,-2.2472167,0.209999993,0.5,0.209999993,0.209999993,10,6,11,22.7999992,19.3999996,18.2999992,19.3999996,57,70,73,78,770,164,0,294,845,467,0,4,0.124795787,2.04208326,1.86310005,0,0.178983331,0.209999993,0.5,0.209999993,0.209999993,10,6,11,22.7999992,19.3999996,18.2999992,19.3999996,57,70,73,78,770,164,0,294,845,467,0,4,0.124795787,1.51923335,2.00535011,0,-0.486116678,0.209999993,0.5,0.209999993,0.209999993,10,6,11,22.7999992,19.3999996,18.2999992,19.3999996,57,70,73,78,770,164,0,294,845,467,0,4,0.124795787,2.21691656,2.12241673,0,0.0944999978,0.209999993,0.5,0.209999993,0.209999993,10,6,11,22.7999992,19.3999996,18.2999992,19.3999996,57,70,73,78,770,164,0,294,845,467,0,4,0.124795787,2.77521658,2.71149993,0,0.0637166649,0.209999993,0.5,0.209999993,0.209999993
10,6,12,23.2999992,18.2999992,17.2000008,20.6000004,56,78,70,71,822,27,0,594,863,69,0,303,0.126390785,2.48561668,3.26976657,0,-0.784150004,0.209999993,0.5,0.209999993,0.209999993,10,6,12,23.2999992,18.2999992,17.2000008,20.6000004,56,78,70,71,822,27,0,594,863,69,0,303,0.126390785,2.01876664,2.21729994,0,-0.198533326,0.209999993,0.5,0.209999993,0.209999993,10,6,12,23.2999992,18.2999992,17.2000008,20.6000004,56,78,70,71,822,27,0,594,863,69,0,303,0.126390785,1.05908334,2.38703322,0,-1.32795,0.209999993,0.5,0.209999993,0.209999993,10,6,12,23.2999992,18.2999992,17.2000008,20.6000004,56,78,70,71,822,27,0,594,863,69,0,303,0.126390785,1.35344994,2.52068329,0,-1.16723335,0.209999993,0.5,0.209999993,0.209999993,10,6,12,23.2999992,18.2999992,17.2000008,20.6000004,56,78,70,71,822,27,0,594,863,69,0,303,0.126390785,0.914383352,2.70648336,0,-1.79209995,0.209999993,0.5,0.209999993,0.209999993
10,6,13,23.8999996,18.2999992,18.2999992,20,52,78,73,71,800,0,0,523,853,0,0,206,0.127068609,2.54699993,3.22204995,0,-0.67505002,0.209999993,0.5,0.209999993,0.209999993,10,6,13,23.8999996,18.2999992,18.2999992,20,52,78,73,71,800,0,0,523,853,0,0,206,0.127068609,2.15481663,2.42181659,0,-0.26699999,0.209999993,0.5,0.209999993,0.209999993,10,6,13,23.8999996,18.2999992,18.2999992,20,52,78,73,71,800,0,0,523,853,0,0,206,0.127068609,0.93628335,2.60235,0,-1.66606665,0.209999993,0.5,0.209999993,0.209999993,10,6,13,23.8999996,18.2999992,18.2999992,20,52,78,73,71,800,0,0,523,853,0,0,206,0.127068609,0.648816645,2.74231672,0,-2.0934999,0.209999993,0.5,0.209999993,0.209999993,10,6,13,23.8999996,18.2999992,18.2999992,20,52,78,73,71,800,0,0,523,853,0,0,206,0.127068609,0.909183323,2.5195334,0,-1.61035001,0.209999993,0.5,0.209999993,0.209999993
10,6,14,22.7999992,18.2999992,18.2999992,19.3999996,60,73,73,73,716,0,0,590,832,0,0,402,0.124577075,1.80016673,2.89949989,0,-1.09933329,0.209999993,0.5,0.209999993,0.209999993,10,6,14,22.7999992,18.2999992,18.2999992,19.3999996,60,73,73,73,716,0,0,590,832,0,0,402,0.124577075,2.10540009,2.41656661,0,-0.311166674,0.209999993,0.5,0.209999993,0.209999993,10,6,14,22.7999992,18.2999992,18.2999992,19.3999996,60,73,73,73,716,0,0,590,832,0,0,402,0.124577075,0.999849975,2.59943342,0,-1.59958339,0.209999993,0.5,0.209999993,0.209999993,10,6,14,22.7999992,18.2999992,18.2999992,19.3999996,60,73,73,73,716,0,0,590,832,0,0,402,0.124577075,0.677399993,2.73563337,0,-2.05823326,0.209999993,0.5,0.209999993,0.209999993,10,6,14,22.7999992,18.2999992,18.2999992,19.3999996,60,73,73,73,716,0,0,590,832,0,0,402,0.124577075,0.964833319,2.11269999,0,-1.14786673,0.209999993,0.5,0.209999993,0.209999993
10,6,15,21.1000004,17.7999992,18.2999992,19.3999996,66,75,73,73,571,0,0,312,784,0,0,175,0.127770826,1.82223332,2.33186674,0,-0.509633362,0.209999993,0.209999993,0.209999993,0.209999993,10,6,15,21.1000004,17.7999992,18.2999992,19.3999996,66,75,73,73,571,0,0,312,784,0,0,175,0.127770826,1.96548331,2.20273328,0,-0.23725,0.209999993,0.209999993,0.209999993,0.209999993,10,6,15,21.1000004,17.7999992,18.2999992,19.3999996,66,75,73,73,571,0,0,312,784,0,0,175,0.127770826,1.71700001,2.36488342,0,-0.647883356,0.209999993,0.209999993,0.209999993,0.209999993,10,6,15,21.1000004,17.7999992,18.2999992,19.3999996,66,75,73,73,571,0,0,312,784,0,0,175,0.127770826,0.655783355,2.49359989,0,-1.83781672,0.209999993,0.209999993,0.209999993,0.209999993,10,6,15,21.1000004,17.7999992,18.2999992,19.3999996,66,75,73,73,571,0,0,312,784,0,0,175,0.127770826,1.95545006,1.51331663,0,0.442133337,0.209999993,0.209999993,0.209999993,0.209999993
10,6,16,20.6000004,17.7999992,18.2999992,19.3999996,66,75,70,70,375,0,0,255,680,0,0,220,0.138424411,1.75286663,1.51082504,0,0.242041662,0.5,0.209999993,0.209999993,0.5,10,6,16,20.6000004,17.7999992,18.2999992,19.3999996,66,75,70,70,375,0,0,255,680,0,0,220,0.138424411,1.75671661,1.75794995,0,-0.00123333337,0.5,0.209999993,0.209999993,0.5,10,6,16,20.6000004,17.7999992,18.2999992,19.3999996,66,75,70,70,375,0,0,255,680,0,0,220,0.138424411,1.64405,1.88926661,0,-0.245216668,0.5,0.209999993,0.209999993,0.5,10,6,16,20.6000004,17.7999992,18.2999992,19.3999996,66,75,70,70,375,0,0,255,680,0,0,220,0.138424411,2.0165,1.9896667,0,0.0268333331,0.5,0.209999993,0.209999993,0.5,10,6,16,20.6000004,17.7999992,18.2999992,19.3999996,66,75,70,70,375,0,0,255,680,0,0,220,0.138424411,2.82369995,0.780783355,0,2.04291677,0.5,0.209999993,0.209999993,0.5
10,6,17,19.3999996,18.2999992,17.7999992,18.2999992,70,73,75,76,164,0,0,133,467,0,0,220,0.149634883,2.38681674,0.626600027,0,1.76021671,0.5,0.209999993,0.209999993,0.5,10,6,17,19.3999996,18.2999992,17.7999992,18.2999992,70,73,75,76,164,0,0,133,467,0,0,220,0.149634883,0.859499991,1.04705,0,-0.187549993,0.5,0.209999993,0.209999993,0.5,10,6,17,19.3999996,18.2999992,17.7999992,18.2999992,70,73,75,76,164,0,0,133,467,0,0,220,0.149634883,1.29711664,1.0056833,0,0.291433334,0.5,0.209999993,0.209999993,0.5,10,6,17,19.3999996,18.2999992,17.7999992,18.2999992,70,73,75,76,164,0,0,133,467,0,0,220,0.149634883,0.562900007,1.07198334,0,-0.509083331,0.5,0.209999993,0.209999993,0.5,10,6,17,19.3999996,18.2999992,17.7999992,18.2999992,70,73,75,76,164,0,0,133,467,0,0,220,0.149634883,0.396716684,0.15123333,0,0.245483354,0.5,0.209999993,0.209999993,0.5
10,6,18,18.2999992,17.2000008,18.2999992,17.2000008,78,70,73,78,27,0,3,18,69,0,0,15,0.150192574,2.82896662,0.0310333334,0,2.79793334,0.5,0.209999993,0.209999993,0.5,10,6,18,18.2999992,17.2000008,18.2999992,17.2000008,78,70,73,78,27,0,3,18,69,0,0,15,0.150192574,0.961833358,0.0467500016,0,0.915083349,0.5,0.209999993,0.209999993,0.5,10,6,18,18.2999992,17.2000008,18.2999992,17.2000008,78,70,73,78,27,0,3,18,69,0,0,15,0.150192574,1.86516666,0.000899999985,0,1.86426675,0.5,0.209999993,0.209999993,0.5,10,6,18,18.2999992,17.2000008,18.2999992,17.2000008,78,70,73,78,27,0,3,18,69,0,0,15,0.150192574,0.0735500827,0,0,0.0735500827,0.5,0.209999993,0.209999993,0.5,10,6,18,18.2999992,17.2000008,18.2999992,17.2000008,78,70,73,78,27,0,3,18,69,0,0,15,0.150192574,0.134883389,0,0,0.134883389,0.5,0.209999993,0.209999993,0.5
