case_id,attack,window,severity,cohort,method,terminal,attempts,inspections,selected_building,selected_channel,true_building,record_alarm,joint_location_channel,calls,invalid_calls,input_tokens,output_tokens,model_seconds,graph_wall_seconds,decision_source,error_before,error_after,improved,harmed,unchanged,collateral_error,changed_entries,target_rmse_before,target_rmse_after
clean_w9,,9,clean,phase_1,llama_one_pass,abstained,0,0,0,none,,False,False,0,0,0,0,0.0,0.0198478920001434,llama_live,0.0,0.0,False,False,True,0.0,0,,
clean_w9,,9,clean,phase_1,llama_langgraph,abstained,0,0,0,none,,False,False,0,0,0,0,0.0,0.0098759500001506,llama_live,0.0,0.0,False,False,True,0.0,0,,
mild_market_hack_b3_w9,market_hack,9,mild,phase_1,llama_one_pass,committed,1,0,3,electricity_pricing,3.0,True,True,2,0,1256,72,10.73303676500018,10.752782629000194,llama_live,5.0601730059696296e-05,2.1138609564202733e-08,True,False,False,0.0,165,0.0454506896771578,0.0009289578383495
mild_market_hack_b3_w9,market_hack,9,mild,phase_1,llama_langgraph,committed,1,0,3,electricity_pricing,3.0,True,True,2,0,1252,69,6.055333012000119,6.091521762000411,llama_live,5.0601730059696296e-05,2.1138609564202733e-08,True,False,False,0.0,165,0.0454506896771578,0.0009289578383495
mild_meter_hack_b3_w9,meter_hack,9,mild,phase_1,llama_one_pass,committed,1,0,3,non_shiftable_load,3.0,True,True,2,0,1327,75,11.077122985000187,11.11858393700004,llama_live,2.0429606382294245e-05,6.482144013993332e-07,True,False,False,0.0,129,0.1414777319032036,0.0252009798449075
mild_meter_hack_b3_w9,meter_hack,9,mild,phase_1,llama_langgraph,committed,1,0,3,non_shiftable_load,3.0,True,True,2,0,1328,79,6.947375842999918,6.979828875000294,llama_live,2.0429606382294245e-05,6.482144013993332e-07,True,False,False,0.0,129,0.1414777319032036,0.0252009798449075
mild_inverter_hack_b3_w9,inverter_hack,9,mild,phase_1,llama_one_pass,committed,1,0,3,solar_generation,3.0,True,True,2,0,1325,73,11.04730489800022,11.088067738000063,llama_live,0.0002237360737119,5.097696876166468e-08,True,False,False,0.0,80,0.418010860126789,0.0063096687892459
mild_inverter_hack_b3_w9,inverter_hack,9,mild,phase_1,llama_langgraph,committed,1,0,3,solar_generation,3.0,True,True,2,0,1325,73,6.42327500600004,6.481954210999902,llama_live,0.0002237360737119,5.097696876166468e-08,True,False,False,0.0,80,0.418010860126789,0.0063096687892459
mild_time_spoofing_b3_w9,time_spoofing,9,mild,phase_1,llama_one_pass,committed,1,0,3,hour,3.0,True,True,2,0,1248,74,10.5446367010004,10.582747377000032,llama_live,1.2400793650793647e-05,0.0,True,False,False,0.0,168,1.0,0.0
mild_time_spoofing_b3_w9,time_spoofing,9,mild,phase_1,llama_langgraph,committed,1,0,3,hour,3.0,True,True,2,0,1248,74,6.319488692000505,6.33574767600021,llama_live,1.2400793650793647e-05,0.0,True,False,False,0.0,168,1.0,0.0
original_market_hack_b4_w9,market_hack,9,original,phase_1,llama_one_pass,committed,1,0,4,electricity_pricing,4.0,True,True,2,0,1259,78,10.93374035900024,10.960869599000034,llama_live,0.0003479272341318,0.0,True,False,False,0.0,168,0.1191796229856953,0.0
original_market_hack_b4_w9,market_hack,9,original,phase_1,llama_langgraph,committed,1,0,4,electricity_pricing,4.0,True,True,2,0,1258,79,6.622010288999718,6.6413317080000525,llama_live,0.0003479272341318,3.936611803902512e-10,True,False,False,0.0,168,0.1191796229856953,0.0001267707588738
original_meter_hack_b4_w9,meter_hack,9,original,phase_1,llama_one_pass,committed,1,0,4,non_shiftable_load,4.0,True,True,2,0,1327,74,11.139801922999595,11.16658587699976,llama_live,0.0001976970582258,1.0366494662003373e-06,True,False,False,4.3457321994193005e-20,142,0.4130325639954211,0.0299088802583884
original_meter_hack_b4_w9,meter_hack,9,original,phase_1,llama_langgraph,committed,1,0,4,non_shiftable_load,4.0,True,True,2,0,1327,68,8.029251202000069,8.047566107999955,llama_live,0.0001976970582258,1.0366494662003373e-06,True,False,False,4.3457321994193005e-20,142,0.4130325639954211,0.0299088802583884
original_inverter_hack_b4_w9,inverter_hack,9,original,phase_1,llama_one_pass,committed,1,0,4,solar_generation,4.0,True,True,2,0,1323,71,11.040132956000434,11.063919767999778,llama_live,0.0016375736658332,1.6101677068581617e-07,True,False,False,0.0,83,1.1666825312939997,0.0115687870913256
original_inverter_hack_b4_w9,inverter_hack,9,original,phase_1,llama_langgraph,committed,1,0,4,solar_generation,4.0,True,True,2,0,1323,71,6.827529192000384,6.843960176999644,llama_live,0.0016375736658332,1.6101677068581617e-07,True,False,False,0.0,83,1.1666825312939997,0.0115687870913256
original_time_spoofing_b4_w9,time_spoofing,9,original,phase_1,llama_one_pass,committed,1,0,4,hour,4.0,True,True,2,0,1250,77,11.748167103000014,11.780193452000276,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
original_time_spoofing_b4_w9,time_spoofing,9,original,phase_1,llama_langgraph,committed,1,0,4,hour,4.0,True,True,2,0,1248,75,7.43048025600001,7.447703369999999,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
overreport_market_hack_b5_w9,market_hack,9,overreport,phase_1,llama_one_pass,committed,1,0,5,electricity_pricing,5.0,True,True,2,0,1258,78,11.458098298000095,11.490007439999772,llama_live,0.0002003004456851,3.936611803902512e-10,True,False,False,0.0,168,0.0904271311305799,0.0001267707588738
overreport_market_hack_b5_w9,market_hack,9,overreport,phase_1,llama_langgraph,committed,1,0,5,electricity_pricing,5.0,True,True,2,0,1259,77,6.425334408999788,6.443376495999928,llama_live,0.0002003004456851,3.936611803902512e-10,True,False,False,0.0,168,0.0904271311305799,0.0001267707588738
overreport_meter_hack_b5_w9,meter_hack,9,overreport,phase_1,llama_one_pass,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0172958230000404,llama_live,8.64318112664214e-05,8.64318112664214e-05,False,False,True,6.987804434373853e-20,0,0.2703451801825874,0.2703451801825874
overreport_meter_hack_b5_w9,meter_hack,9,overreport,phase_1,llama_langgraph,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0093138470001576,llama_live,8.64318112664214e-05,8.64318112664214e-05,False,False,True,6.987804434373853e-20,0,0.2703451801825874,0.2703451801825874
overreport_inverter_hack_b5_w9,inverter_hack,9,overreport,phase_1,llama_one_pass,committed,1,0,5,solar_generation,5.0,True,True,2,0,1321,77,11.14931383699968,11.17399184199985,llama_live,0.0006173415586306,0.0004946521421058,True,False,False,0.0,5,0.7293228692560899,0.6528403995414078
overreport_inverter_hack_b5_w9,inverter_hack,9,overreport,phase_1,llama_langgraph,committed,1,0,5,solar_generation,5.0,True,True,2,0,1321,77,7.223136494999835,7.240982554999846,llama_live,0.0006173415586306,0.0004946521421058,True,False,False,0.0,5,0.7293228692560899,0.6528403995414078
overreport_time_spoofing_b5_w9,time_spoofing,9,overreport,phase_1,llama_one_pass,committed,1,0,5,hour,5.0,True,True,2,0,1250,78,11.034079735999969,11.059003114000006,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
overreport_time_spoofing_b5_w9,time_spoofing,9,overreport,phase_1,llama_langgraph,committed,1,0,5,hour,5.0,True,True,2,0,1250,78,6.923944568000024,6.941546298000048,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
clean_w1,,1,clean,phase_2,llama_one_pass,abstained,0,0,0,none,,False,False,0,0,0,0,0.0,0.0135425380003653,llama_live,0.0,0.0,False,False,True,0.0,0,,
clean_w1,,1,clean,phase_2,llama_langgraph,abstained,0,0,0,none,,False,False,0,0,0,0,0.0,0.0101454669993472,llama_live,0.0,0.0,False,False,True,0.0,0,,
mild_market_hack_b3_w1,market_hack,1,mild,phase_2,llama_one_pass,committed,1,0,3,electricity_pricing,3.0,True,True,2,0,1252,71,10.645392747000187,10.667679598999712,llama_live,5.115571858491199e-05,2.185794585173097e-08,True,False,False,0.0,166,0.0456988098475229,0.0009446315961087
mild_market_hack_b3_w1,market_hack,1,mild,phase_2,llama_langgraph,committed,1,0,3,electricity_pricing,3.0,True,True,2,0,1252,71,6.027833937000651,6.054377893999117,llama_live,5.115571858491199e-05,2.185794585173097e-08,True,False,False,0.0,166,0.0456988098475229,0.0009446315961087
mild_meter_hack_b3_w1,meter_hack,1,mild,phase_2,llama_one_pass,committed,1,0,3,non_shiftable_load,3.0,True,True,2,0,1322,80,11.439438257999427,11.47049163200063,llama_live,2.92824015539164e-05,6.990971781176394e-07,True,False,False,0.0,96,0.1853012677447218,0.0286314814051852
mild_meter_hack_b3_w1,meter_hack,1,mild,phase_2,llama_langgraph,committed,1,0,3,non_shiftable_load,3.0,True,True,2,0,1322,80,7.122322348001035,7.1392702839993945,llama_live,2.92824015539164e-05,6.990971781176394e-07,True,False,False,0.0,96,0.1853012677447218,0.0286314814051852
mild_inverter_hack_b3_w1,inverter_hack,1,mild,phase_2,llama_one_pass,committed,1,0,3,solar_generation,3.0,True,True,2,0,1327,83,11.546053332000156,11.56572142999994,llama_live,0.0001794194042019,1.1155717863965038e-07,True,False,False,0.0,70,0.4354086298961281,0.0108570312676077
mild_inverter_hack_b3_w1,inverter_hack,1,mild,phase_2,llama_langgraph,committed,1,0,3,solar_generation,3.0,True,True,2,0,1329,85,7.1715978249994805,7.2098090250001405,llama_live,0.0001794194042019,1.1155717863965038e-07,True,False,False,0.0,70,0.4354086298961281,0.0108570312676077
mild_time_spoofing_b3_w1,time_spoofing,1,mild,phase_2,llama_one_pass,committed,1,0,3,hour,3.0,True,True,2,0,1241,69,10.343637286000558,10.374048243999823,llama_live,1.2400793650793647e-05,0.0,True,False,False,0.0,168,1.0,0.0
mild_time_spoofing_b3_w1,time_spoofing,1,mild,phase_2,llama_langgraph,committed,1,0,3,hour,3.0,True,True,2,0,1248,72,6.850996041000144,6.880422918000477,llama_live,1.2400793650793647e-05,0.0,True,False,False,0.0,168,1.0,0.0
original_market_hack_b4_w1,market_hack,1,original,phase_2,llama_one_pass,committed,1,0,4,electricity_pricing,4.0,True,True,2,0,1257,78,10.979199202000018,11.030052238999817,llama_live,0.000350382238184,0.0,True,False,False,0.0,168,0.1195993546320608,0.0
original_market_hack_b4_w1,market_hack,1,original,phase_2,llama_langgraph,committed,1,0,4,electricity_pricing,4.0,True,True,2,0,1257,79,6.465252535999753,6.506292537999798,llama_live,0.000350382238184,2.8944881486877846e-10,True,False,False,0.0,168,0.1195993546320608,0.0001087035388443
original_meter_hack_b4_w1,meter_hack,1,original,phase_2,llama_one_pass,abstained,1,0,1,non_shiftable_load,4.0,True,False,2,0,1325,76,11.142735864000317,11.174389812999834,llama_live,0.0001118587913372,0.0001118587913372,False,False,True,0.0,0,0.3120406788808422,0.3120406788808422
original_meter_hack_b4_w1,meter_hack,1,original,phase_2,llama_langgraph,abstained,2,0,1,non_shiftable_load,4.0,True,False,3,0,1973,99,13.560344030000124,13.582347127000505,llama_live,0.0001118587913372,0.0001118587913372,False,False,True,0.0,0,0.3120406788808422,0.3120406788808422
original_inverter_hack_b4_w1,inverter_hack,1,original,phase_2,llama_one_pass,committed,1,0,4,solar_generation,4.0,True,True,2,0,1328,71,12.442828166999789,12.46184554699994,llama_live,0.0010213759449767,0.0005144618037428,True,False,False,0.0,24,0.8829635501908016,0.6266521457820304
original_inverter_hack_b4_w1,inverter_hack,1,original,phase_2,llama_langgraph,committed,1,0,4,solar_generation,4.0,True,True,2,0,1332,75,6.829643766999652,6.846709176999866,llama_live,0.0010213759449767,0.0005144618037428,True,False,False,0.0,24,0.8829635501908016,0.6266521457820304
original_time_spoofing_b4_w1,time_spoofing,1,original,phase_2,llama_one_pass,committed,1,0,4,hour,4.0,True,True,2,0,1249,76,10.93353303100048,10.952149099999588,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
original_time_spoofing_b4_w1,time_spoofing,1,original,phase_2,llama_langgraph,committed,1,0,4,hour,4.0,True,True,2,0,1249,76,6.125588498999605,6.143265648999659,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
overreport_market_hack_b5_w1,market_hack,1,overreport,phase_2,llama_one_pass,committed,1,0,5,electricity_pricing,5.0,True,True,2,0,1263,84,10.73400999200021,10.761102100999778,llama_live,0.0001978421488452,2.8944881486877846e-10,True,False,False,0.0,168,0.0898705097701068,0.0001087035388443
overreport_market_hack_b5_w1,market_hack,1,overreport,phase_2,llama_langgraph,committed,1,0,5,electricity_pricing,5.0,True,True,2,0,1257,78,6.344922976000817,6.373201248999976,llama_live,0.0001978421488452,2.8944881486877846e-10,True,False,False,0.0,168,0.0898705097701068,0.0001087035388443
overreport_meter_hack_b5_w1,meter_hack,1,overreport,phase_2,llama_one_pass,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0196788579996791,llama_live,6.307835787444921e-05,6.307835787444921e-05,False,False,True,6.317447832974616e-21,0,0.4005867050112778,0.4005867050112778
overreport_meter_hack_b5_w1,meter_hack,1,overreport,phase_2,llama_langgraph,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0109185829996931,llama_live,6.307835787444921e-05,6.307835787444921e-05,False,False,True,6.317447832974616e-21,0,0.4005867050112778,0.4005867050112778
overreport_inverter_hack_b5_w1,inverter_hack,1,overreport,phase_2,llama_one_pass,committed,1,0,5,solar_generation,5.0,True,True,2,0,1328,73,12.13902437499928,12.157923329000369,llama_live,0.0005890309523047,0.0005315289230505,True,False,False,0.0,2,0.8154125307301644,0.7745897996523655
overreport_inverter_hack_b5_w1,inverter_hack,1,overreport,phase_2,llama_langgraph,committed,1,0,5,solar_generation,5.0,True,True,2,0,1328,66,6.941572462999829,6.958358849999968,llama_live,0.0005890309523047,0.0005315289230505,True,False,False,0.0,2,0.8154125307301644,0.7745897996523655
overreport_time_spoofing_b5_w1,time_spoofing,1,overreport,phase_2,llama_one_pass,committed,1,0,5,hour,5.0,True,True,2,0,1249,81,11.673456052999429,11.700789685000018,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
overreport_time_spoofing_b5_w1,time_spoofing,1,overreport,phase_2,llama_langgraph,committed,1,0,5,hour,5.0,True,True,2,0,1251,79,6.857581941000717,6.901901043999715,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
clean_w9,,9,clean,phase_2,llama_one_pass,abstained,0,0,0,none,,False,False,0,0,0,0,0.0,0.0129016480004793,llama_live,0.0,0.0,False,False,True,0.0,0,,
clean_w9,,9,clean,phase_2,llama_langgraph,abstained,0,0,0,none,,False,False,0,0,0,0,0.0,0.0096920949999912,llama_live,0.0,0.0,False,False,True,0.0,0,,
mild_market_hack_b4_w9,market_hack,9,mild,phase_2,llama_one_pass,committed,1,0,4,electricity_pricing,4.0,True,True,2,0,1251,71,11.184235124000224,11.210458815000491,llama_live,4.923385202003882e-05,4.906203360590141e-09,True,False,False,0.0,167,0.0448321640633192,0.0004475386708547
mild_market_hack_b4_w9,market_hack,9,mild,phase_2,llama_langgraph,committed,1,0,4,electricity_pricing,4.0,True,True,2,0,1255,81,7.133166896998773,7.159275268999409,llama_live,4.923385202003882e-05,4.906203360590141e-09,True,False,False,0.0,167,0.0448321640633192,0.0004475386708547
mild_meter_hack_b4_w9,meter_hack,9,mild,phase_2,llama_one_pass,abstained,0,0,0,none,4.0,False,False,0,0,0,0,0.0,0.0155176440002833,llama_live,1.255815123814028e-05,1.255815123814028e-05,False,False,True,0.0,0,0.1045536039279228,0.1045536039279228
mild_meter_hack_b4_w9,meter_hack,9,mild,phase_2,llama_langgraph,abstained,0,0,0,none,4.0,False,False,0,0,0,0,0.0,0.0126332950003416,llama_live,1.255815123814028e-05,1.255815123814028e-05,False,False,True,0.0,0,0.1045536039279228,0.1045536039279228
mild_inverter_hack_b4_w9,inverter_hack,9,mild,phase_2,llama_one_pass,abstained,0,0,0,none,4.0,False,False,0,0,0,0,0.0,0.0133935809999456,llama_live,0.0002266448657208,0.0002266448657208,False,False,True,0.0,0,0.4159325471765173,0.4159325471765173
mild_inverter_hack_b4_w9,inverter_hack,9,mild,phase_2,llama_langgraph,abstained,0,0,0,none,4.0,False,False,0,0,0,0,0.0,0.0123334299996713,llama_live,0.0002266448657208,0.0002266448657208,False,False,True,0.0,0,0.4159325471765173,0.4159325471765173
mild_time_spoofing_b4_w9,time_spoofing,9,mild,phase_2,llama_one_pass,committed,1,0,4,hour,4.0,True,True,2,0,1250,74,12.832903958000315,12.861341408000044,llama_live,1.2400793650793647e-05,0.0,True,False,False,0.0,168,1.0,0.0
mild_time_spoofing_b4_w9,time_spoofing,9,mild,phase_2,llama_langgraph,committed,1,0,4,hour,4.0,True,True,2,0,1250,74,6.437028263000684,6.464794808000079,llama_live,1.2400793650793647e-05,0.0,True,False,False,0.0,168,1.0,0.0
original_market_hack_b5_w9,market_hack,9,original,phase_2,llama_one_pass,committed,1,0,5,electricity_pricing,5.0,True,True,2,0,1260,82,10.875749495999116,10.917839104999985,llama_live,0.0003496297834379,3.936611803902512e-10,True,False,False,0.0,168,0.1194708642866892,0.0001267707588738
original_market_hack_b5_w9,market_hack,9,original,phase_2,llama_langgraph,committed,1,0,5,electricity_pricing,5.0,True,True,2,0,1258,79,6.461167871000725,6.503250087999732,llama_live,0.0003496297834379,3.936611803902512e-10,True,False,False,0.0,168,0.1194708642866892,0.0001267707588738
original_meter_hack_b5_w9,meter_hack,9,original,phase_2,llama_one_pass,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0210931030005667,llama_live,0.0001052338257078,0.0001052338257078,False,False,True,0.0,0,0.5174090511949472,0.5174090511949472
original_meter_hack_b5_w9,meter_hack,9,original,phase_2,llama_langgraph,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.011217721000321,llama_live,0.0001052338257078,0.0001052338257078,False,False,True,0.0,0,0.5174090511949472,0.5174090511949472
original_inverter_hack_b5_w9,inverter_hack,9,original,phase_2,llama_one_pass,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0118846810000832,llama_live,0.0016149094040087,0.0016149094040087,False,False,True,0.0,0,1.350151193253831,1.350151193253831
original_inverter_hack_b5_w9,inverter_hack,9,original,phase_2,llama_langgraph,abstained,0,0,0,none,5.0,False,False,0,0,0,0,0.0,0.0101940240001567,llama_live,0.0016149094040087,0.0016149094040087,False,False,True,0.0,0,1.350151193253831,1.350151193253831
original_time_spoofing_b5_w9,time_spoofing,9,original,phase_2,llama_one_pass,committed,1,0,5,hour,5.0,True,True,2,0,1248,75,10.853457923999486,10.883438868000669,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
original_time_spoofing_b5_w9,time_spoofing,9,original,phase_2,llama_langgraph,committed,1,0,5,hour,5.0,True,True,2,0,1249,76,6.323061562000476,6.340592357999412,llama_live,0.0001984126984126,0.0,True,False,False,0.0,168,4.0,0.0
overreport_market_hack_b1_w9,market_hack,9,overreport,phase_2,llama_one_pass,committed,1,0,1,electricity_pricing,1.0,True,True,2,0,1260,85,11.542463347999728,11.56846086599944,llama_live,0.00020609729679,3.936611803902512e-10,True,False,False,0.0,168,0.0917263141787512,0.0001267707588738
overreport_market_hack_b1_w9,market_hack,9,overreport,phase_2,llama_langgraph,committed,1,0,1,electricity_pricing,1.0,True,True,2,0,1259,92,8.248076928000955,8.275410370999452,llama_live,0.00020609729679,3.936611803902512e-10,True,False,False,0.0,168,0.0917263141787512,0.0001267707588738
overreport_meter_hack_b1_w9,meter_hack,9,overreport,phase_2,llama_one_pass,abstained,0,0,0,none,1.0,False,False,0,0,0,0,0.0,0.0172534570001516,llama_live,1.84411595035377e-05,1.84411595035377e-05,False,False,True,0.0,0,0.1614135857625314,0.1614135857625314
overreport_meter_hack_b1_w9,meter_hack,9,overreport,phase_2,llama_langgraph,abstained,0,0,0,none,1.0,False,False,0,0,0,0,0.0,0.0118398009999509,llama_live,1.84411595035377e-05,1.84411595035377e-05,False,False,True,0.0,0,0.1614135857625314,0.1614135857625314
overreport_inverter_hack_b1_w9,inverter_hack,9,overreport,phase_2,llama_one_pass,committed,1,0,1,solar_generation,1.0,True,True,2,0,1324,77,11.740037900999596,11.756459000000175,llama_live,0.0007068030120154,6.712228042447251e-05,True,False,False,0.0,43,0.8264866172407844,0.2546947431882485
